Area Name	Place Name	Location	Place Pop	Area Pop	What	In Dict
	Heber Springs	AR	7165		city 	p
Prince Frederick		MD		6357	Urban Cluster	Y
	Prince Frederick	MD	2538		CDP 	Y
Walnut Ridge		AR		6346	Urban Cluster	y
	Walnut Ridge	AR	4890		city 	y
Rupert		ID		6346	Urban Cluster	Y
	Rupert	ID	5554		city 	Y
Gunnison		CO		6343	Urban Cluster	n
	Gunnison	CO	5854		city 	n
Coxsackie		NY		6341	Urban Cluster	n
	Coxsackie	NY	2813		village 	n
Cherryville		NC		6340	Urban Cluster	n
	Cherryville	NC	5760		city 	n
Cochran		GA		6324	Urban Cluster	Y
	Cochran	GA	5150		city 	Y
Gowanda		NY		6323	Urban Cluster	n
	Gowanda	NY	2709		village 	n
Allegan		MI		6322	Urban Cluster	n
	Allegan	MI	4998		city 	n
Beaver Dam		KY		6321	Urban Cluster	y
	Beaver Dam	KY	3409		city 	y
Creswell		OR		6320	Urban Cluster	n
	Creswell	OR	5031		city 	n
Williamston		MI		6317	Urban Cluster	n
	Williamston	MI	3854		city 	n
Willard		OH		6309	Urban Cluster	Y
	Willard	OH	6236		city 	Y
Littlestown		PA		6302	Urban Cluster	n
	Littlestown	PA	4434		borough 	n
Whitefish		MT		6300	Urban Cluster	y
	Whitefish	MT	6357		city 	y
Barbourville		KY		6300	Urban Cluster	n
	Barbourville	KY	3165		city 	n
Crockett		TX		6292	Urban Cluster	Y
	Crockett	TX	6950		city 	Y
Stanwood		WA		6289	Urban Cluster	n
	Stanwood	WA	6231		city 	n
Newport		AR		6288	Urban Cluster	Y
	Newport	AR	7879		city 	Y
Iowa Park		TX		6285	Urban Cluster	Y
	Iowa Park	TX	6355		city 	Y
Snowflake		AZ		6279	Urban Cluster	y
	Snowflake	AZ	5590		town 	y
Ulysses		KS		6279	Urban Cluster	Y
	Ulysses	KS	6161		city 	Y
Eagle Mountain South		UT		6277	Urban Cluster	Y
Morrilton		AR		6272	Urban Cluster	n
	Morrilton	AR	6767		city 	n
Kaufman		TX		6268	Urban Cluster	Y
	Kaufman	TX	6703		city 	Y
Boonville		IN		6258	Urban Cluster	n
	Boonville	IN	6246		city 	n
Schuyler		NE		6255	Urban Cluster	Y
	Schuyler	NE	6211		city 	Y
Fort Meade		FL		6234	Urban Cluster	y
	Fort Meade	FL	5626		city 	y
Broadway		VA		6228	Urban Cluster	Y
	Broadway	VA	3691		town 	Y
Wellington		CO		6224	Urban Cluster	Y
	Wellington	CO	6289		town 	Y
Ashville		OH		6222	Urban Cluster	n
	Ashville	OH	4097		village 	n
St. Francis		MN		6212	Urban Cluster	Y
	St. Francis	MN	7218		city 	Y
De Queen		AR		6209	Urban Cluster	y
	De Queen	AR	6594		city 	y
Darbydale		OH		6195	Urban Cluster	n
	Darbydale	OH	793		CDP 	n
Estherville		IA		6192	Urban Cluster	n
	Estherville	IA	6360		city 	n
Whiteriver		AZ		6188	Urban Cluster	n
	Whiteriver	AZ	4104		CDP 	n
Hamilton		MT		6182	Urban Cluster	Y
	Hamilton	MT	4348		city 	Y
Douglas		WY		6175	Urban Cluster	Y
	Douglas	WY	6120		city 	Y
Madison		SD		6174	Urban Cluster	Y
	Madison	SD	6474		city 	Y
Belle Plaine		MN		6174	Urban Cluster	n
	Belle Plaine	MN	6661		city 	p
Anaconda-Deer Lodge County		MT		6170	Urban Cluster	y
	Anaconda-Deer Lodge County	MT	9298			y
Lake Land'Or		VA		6165	Urban Cluster	n
	Lake Land'Or	VA	4223		CDP 	p
Amite City		LA		6161	Urban Cluster	n
	Amite City	LA	4141		town 	p
Holly Springs		MS		6160	Urban Cluster	y
	Holly Springs	MS	7699		city 	y
Hartford City		IN		6160	Urban Cluster	y
	Hartford City	IN	6220		city 	y
Maquoketa		IA		6159	Urban Cluster	n
	Maquoketa	IA	6141		city 	n
Camano		WA		6157	Urban Cluster	Y
Garrettsville		OH		6150	Urban Cluster	n
	Garrettsville	OH	2325		village 	n
Richmond		MI		6140	Urban Cluster	Y
	Richmond	MI	5735		city 	Y
Eudora		KS		6140	Urban Cluster	n
	Eudora	KS	6136		city 	n
New Martinsville		WV/OH		6138	Urban Cluster	n
	New Martinsville	WV	5366		city 	p
Staunton		IL		6134	Urban Cluster	n
	Staunton	IL	5139		city 	n
Marble Falls		TX		6131	Urban Cluster	y
	Marble Falls	TX	6077		city 	y
Granite Falls		WA		6129	Urban Cluster	y
	Granite Falls	WA	3364		city 	y
Kenedy		TX		6118	Urban Cluster	n
	Kenedy	TX	3296		city 	n
Eagar		AZ		6095	Urban Cluster	n
	Eagar	AZ	4885		town 	n
Kingstree		SC		6095	Urban Cluster	n
	Kingstree	SC	3328		town 	n
Lewistown		MT		6090	Urban Cluster	n
	Lewistown	MT	5901		city 	n
Glenwood		IA		6088	Urban Cluster	n
	Glenwood	IA	5269		city 	n
Summit Park		UT		6088	Urban Cluster	y
	Summit Park	UT	7775		CDP 	y
Marianna		FL		6086	Urban Cluster	n
	Marianna	FL	6102		city 	n
Wellsville		NY		6084	Urban Cluster	n
	Wellsville	NY	4679		village 	n
Dowagiac		MI		6082	Urban Cluster	n
	Dowagiac	MI	5879		city 	n
Presque Isle		ME		6081	Urban Cluster	n
	Presque Isle	ME	9692		city 	p
Lampasas		TX		6080	Urban Cluster	n
	Lampasas	TX	6681		city 	n
Anna		IL		6078	Urban Cluster	Y
	Anna	IL	4442		city 	Y
Eagle		CO		6073	Urban Cluster	y
	Eagle	CO	6508		town 	y
Sinton		TX		6071	Urban Cluster	n
	Sinton	TX	5665		city 	n
Floresville		TX		6068	Urban Cluster	n
	Floresville	TX	6448		city 	n
Mansfield		LA		6061	Urban Cluster	Y
	Mansfield	LA	5001		city 	Y
Upper Sandusky		OH		6055	Urban Cluster	n
	Upper Sandusky	OH	6596		city 	p
Eastman		GA		6053	Urban Cluster	Y
	Eastman	GA	4962		city 	Y
Carrizo Springs		TX		6050	Urban Cluster	n
	Carrizo Springs	TX	5368		city 	p
Booneville		MS		6050	Urban Cluster	n
	Booneville	MS	8743		city 	n
Rocky Mount		VA		6048	Urban Cluster	Y
	Rocky Mount	VA	4799		town 	Y
Rensselaer		IN		6048	Urban Cluster	n
	Rensselaer	IN	5859		city 	n
Clyde		OH		6039	Urban Cluster	Y
	Clyde	OH	6325		city 	Y
North Manchester		IN		6031	Urban Cluster	Y
	North Manchester	IN	6112		town 	Y
Columbia Falls		MT		6029	Urban Cluster	y
	Columbia Falls	MT	4688		city 	y
Henderson		TN		6027	Urban Cluster	Y
	Henderson	TN	6309		city 	Y
Paintsville		KY		6027	Urban Cluster	n
	Paintsville	KY	3459		city 	n
Greenville		AL		6026	Urban Cluster	n
	Greenville	AL	8135		city 	n
Alpine		TX		6013	Urban Cluster	Y
	Alpine	TX	5905		city 	Y
Springhill		LA		6012	Urban Cluster	n
	Springhill	LA	5269		city 	n
Portland		IN		6006	Urban Cluster	Y
	Portland	IN	6223		city 	Y
Vinita		OK		6002	Urban Cluster	n
	Vinita	OK	5743		city 	n
Veneta		OR		5979	Urban Cluster	n
	Veneta	OR	4561		city 	n
Sanger		TX		5972	Urban Cluster	Y
	Sanger	TX	6916		city 	Y
St. Clair		MO		5971	Urban Cluster	Y
	St. Clair	MO	4724		city 	Y
Williamsburg		KY		5969	Urban Cluster	n
	Williamsburg	KY	5245		city 	n
Junction City		OR		5966	Urban Cluster	y
	Junction City	OR	5392		city 	y
Prestonsburg		KY		5965	Urban Cluster	n
	Prestonsburg	KY	3255		city 	n
Gypsum		CO		5963	Urban Cluster	y
	Gypsum	CO	6477		town 	y
Folkston		GA		5961	Urban Cluster	n
	Folkston	GA	2502		city 	n
Carlinville		IL		5953	Urban Cluster	n
	Carlinville	IL	5917		city 	n
Laughlin		NV		5949	Urban Cluster	n
	Laughlin	NV	7323		CDP 	n
Colorado City		TX		5948	Urban Cluster	y
	Colorado City	TX	4146		city 	y
Ada		OH		5945	Urban Cluster	Y
	Ada	OH	5952		village 	Y
Pana		IL		5943	Urban Cluster	n
	Pana	IL	5847		city 	n
Idabel		OK		5940	Urban Cluster	n
	Idabel	OK	7010		city 	n
Slaton		TX		5938	Urban Cluster	n
	Slaton	TX	6121		city 	n
Mathis		TX		5936	Urban Cluster	Y
	Mathis	TX	4942		city 	Y
Seminole		OK		5931	Urban Cluster	Y
	Seminole	OK	7488		city 	Y
Westville		IN		5931	Urban Cluster	n
	Westville	IN	5853		town 	n
Ferriday		LA		5931	Urban Cluster	n
	Ferriday	LA	3511		town 	n
Anadarko		OK		5929	Urban Cluster	n
	Anadarko	OK	6762		city 	n
Elberton		GA		5925	Urban Cluster	n
	Elberton	GA	4653		city 	n
Grafton		WV		5923	Urban Cluster	Y
	Grafton	WV	5164		city 	Y
Roosevelt		UT		5915	Urban Cluster	Y
	Roosevelt	UT	6046		city 	Y
Littlefield		TX		5914	Urban Cluster	n
	Littlefield	TX	6372		city 	n
Decatur		TX		5910	Urban Cluster	Y
	Decatur	TX	6042		city 	Y
Jasper		GA		5909	Urban Cluster	Y
	Jasper	GA	3684		city 	Y
Moapa Valley		NV		5907	Urban Cluster	n
	Moapa Valley	NV	6924		CDP 	p
Charleston		MO		5893	Urban Cluster	Y
	Charleston	MO	5947		city 	Y
Princeton		KY		5890	Urban Cluster	Y
	Princeton	KY	6329		city 	Y
Hartwell		GA		5884	Urban Cluster	n
	Hartwell	GA	4469		city 	n
Saw Creek		PA		5880	Urban Cluster	y
	Saw Creek	PA	4016		CDP 	y
Stewartville		MN		5877	Urban Cluster	n
	Stewartville	MN	5916		city 	n
Cambria		CA		5865	Urban Cluster	n
	Cambria	CA	6032		CDP 	n
Woodland		WA		5863	Urban Cluster	y
	Woodland	WA	5509		city 	y
Goodrich		MI		5860	Urban Cluster	Y
	Goodrich	MI	1860		village 	Y
Pocahontas		AR		5854	Urban Cluster	Y
	Pocahontas	AR	6608		city 	Y
Honesdale		PA		5849	Urban Cluster	n
	Honesdale	PA	4480		borough 	n
Muldrow/Roland		OK		5841	Urban Cluster	p
	Muldrow	OK	3466		town 	n
	Roland	OK	3169		town 	Y
Breckenridge		TX		5839	Urban Cluster	Y
	Breckenridge	TX	5780		city 	Y
Pauls Valley		OK		5835	Urban Cluster	n
	Pauls Valley	OK	6187		city 	p
Marlin		TX		5832	Urban Cluster	Y
	Marlin	TX	5967		city 	Y
Baldwin		WI		5831	Urban Cluster	Y
	Baldwin	WI	3957		village 	Y
Westernport		MD/WV		5831	Urban Cluster	n
	Westernport	MD	1888		town 	n
Waynesboro		GA		5830	Urban Cluster	n
	Waynesboro	GA	5766		city 	n
Vail		CO		5823	Urban Cluster	n
	Vail	CO	5305		town 	n
Linton		IN		5822	Urban Cluster	Y
	Linton	IN	5413		city 	Y
Kermit		TX		5821	Urban Cluster	Y
	Kermit	TX	5708		city 	Y
Panama City Northeast		FL		5817	Urban Cluster	Y
Brush		CO		5816	Urban Cluster	y
	Brush	CO	5463		city 	y
De Funiak Springs		FL		5812	Urban Cluster	n
	De Funiak Springs	FL	5177		city 	p
Interlachen		FL		5805	Urban Cluster	n
	Interlachen	FL	1403		town 	n
Liberty		TX		5801	Urban Cluster	y
	Liberty	TX	8397		city 	y
Warren		AR		5801	Urban Cluster	Y
	Warren	AR	6003		city 	Y
Breese		IL		5800	Urban Cluster	n
	Breese	IL	4442		city 	n
Devine		TX		5798	Urban Cluster	n
	Devine	TX	4350		city 	n
Wadesboro		NC		5791	Urban Cluster	n
	Wadesboro	NC	5813		town 	n
South Haven		MI		5791	Urban Cluster	y
	South Haven	MI	4403		city 	y
Belding		MI		5789	Urban Cluster	n
	Belding	MI	5757		city 	n
Caruthersville		MO		5786	Urban Cluster	n
	Caruthersville	MO	6168		city 	n
Ruckersville		VA		5785	Urban Cluster	n
	Ruckersville	VA	1141		CDP 	n
Clanton		AL		5785	Urban Cluster	n
	Clanton	AL	8619		city 	n
Ephraim		UT		5781	Urban Cluster	Y
	Ephraim	UT	6135		city 	Y
Holdenville		OK		5768	Urban Cluster	n
	Holdenville	OK	5771		city 	n
Grangerland		TX		5756	Urban Cluster	Y
Star		ID		5751	Urban Cluster	y
	Star	ID	5793		city 	y
Independence		IA		5743	Urban Cluster	Y
	Independence	IA	5966		city 	Y
Lisbon		OH		5740	Urban Cluster	Y
	Lisbon	OH	2821		village 	Y
Salamanca		NY		5738	Urban Cluster	n
	Salamanca	NY	5815		city 	n
Atlanta		TX		5732	Urban Cluster	Y
	Atlanta	TX	5675		city 	Y
Titusville		PA		5732	Urban Cluster	n
	Titusville	PA	5601		city 	n
Fort Plain		NY		5730	Urban Cluster	y
	Fort Plain	NY	2322		village 	y
Iola		KS		5729	Urban Cluster	n
	Iola	KS	5704		city 	n
Salem		NJ		5724	Urban Cluster	Y
	Salem	NJ	5146		city 	Y
Grayson		KY		5716	Urban Cluster	n
	Grayson	KY	4217		city 	n
Bellows Falls		VT/NH		5713	Urban Cluster	y
	Bellows Falls	VT	3148		village 	y
Chelan		WA		5704	Urban Cluster	n
	Chelan	WA	3890		city 	n
Sullivan City		TX		5694	Urban Cluster	y
	Sullivan City	TX	4002		city 	y
Chester		NY		5691	Urban Cluster	Y
	Chester	NY	3969		village 	Y
Black River Falls		WI		5677	Urban Cluster	y
	Black River Falls	WI	3622		city 	y
Starke		FL		5676	Urban Cluster	n
	Starke	FL	5449		city 	n
Pinckneyville		IL		5670	Urban Cluster	n
	Pinckneyville	IL	5648		city 	n
Evansville		WI		5669	Urban Cluster	Y
	Evansville	WI	5012		city 	Y
Weiser		ID/OR		5659	Urban Cluster	n
	Weiser	ID	5507		city 	n
Bridgeport		TX		5646	Urban Cluster	Y
	Bridgeport	TX	5976		city 	Y
Lebanon		KY		5646	Urban Cluster	Y
	Lebanon	KY	5539		city 	Y
Orwigsburg		PA		5645	Urban Cluster	n
	Orwigsburg	PA	3099		borough 	n
Buies Creek		NC		5628	Urban Cluster	n
	Buies Creek	NC	2942		CDP 	p
Newfane		NY		5626	Urban Cluster	n
	Newfane	NY	3822		CDP 	n
Yoakum		TX		5624	Urban Cluster	n
	Yoakum	TX	5815		city 	n
Alva		OK		5620	Urban Cluster	Y
	Alva	OK	4945		city 	Y
Cobleskill		NY		5618	Urban Cluster	n
	Cobleskill	NY	4678		village 	n
Jonesboro		LA		5609	Urban Cluster	n
	Jonesboro	LA	4704		town 	n
Mineola		TX		5608	Urban Cluster	n
	Mineola	TX	4515		city 	n
Lake Norman of Catawba		NC		5603	Urban Cluster	y
	Lake Norman of Catawba	NC	7411		CDP 	y
Hempstead		TX		5600	Urban Cluster	n
	Hempstead	TX	5770		city 	n
Clare		MI		5597	Urban Cluster	Y
	Clare	MI	3118		city 	Y
Red Oak		IA		5597	Urban Cluster	y
	Red Oak	IA	5742		city 	y
Trenton		MO		5596	Urban Cluster	Y
	Trenton	MO	6001		city 	Y
Jim Thorpe		PA		5594	Urban Cluster	Y
	Jim Thorpe	PA	4781		borough 	Y
Fairfield Glade		TN		5584	Urban Cluster	n
	Fairfield Glade	TN	6989		CDP 	p
Stafford Springs		CT		5581	Urban Cluster	y
	Stafford Springs	CT	4988		CDP 	y
Eureka		IL		5573	Urban Cluster	y
	Eureka	IL	5295		city 	y
Granite Shoals		TX		5573	Urban Cluster	y
	Granite Shoals	TX	4910		city 	y
Prairie View		TX		5569	Urban Cluster	y
	Prairie View	TX	5576		city 	y
Carmi		IL		5568	Urban Cluster	n
	Carmi	IL	5240		city 	n
Sidney		NY		5565	Urban Cluster	Y
	Sidney	NY	3900		village 	Y
Sealy		TX		5562	Urban Cluster	n
	Sealy	TX	6019		city 	n
Wayne		NE		5557	Urban Cluster	Y
	Wayne	NE	5660		city 	Y
Bisbee		AZ		5541	Urban Cluster	n
	Bisbee	AZ	5575		city 	n
Glencoe		MN		5534	Urban Cluster	n
	Glencoe	MN	5631		city 	n
Willard		MO		5531	Urban Cluster	Y
	Willard	MO	5288		city 	Y
Crozet		VA		5527	Urban Cluster	n
	Crozet	VA	5565		CDP 	n
Brent		AL		5525	Urban Cluster	Y
	Brent	AL	4947		city 	Y
Gustine		CA		5521	Urban Cluster	n
	Gustine	CA	5520		city 	n
Minot AFB		ND		5521	Urban Cluster	Y
	Minot AFB	ND	5521		CDP 	Y
Chadron		NE		5515	Urban Cluster	n
	Chadron	NE	5851		city 	n
Mullins		SC		5512	Urban Cluster	Y
	Mullins	SC	4663		city 	Y
Air Force Academy		CO		5512	Urban Cluster	y
	Air Force Academy	CO	6680		CDP 	y
Wilmore		KY		5508	Urban Cluster	n
	Wilmore	KY	3686		city 	n
Chattahoochee		FL		5508	Urban Cluster	Y
	Chattahoochee	FL	3652		city 	Y
Corydon		IN		5506	Urban Cluster	n
	Corydon	IN	3122		town 	n
Huntingburg		IN		5501	Urban Cluster	n
	Huntingburg	IN	6057		city 	n
Poinciana Southwest		FL		5501	Urban Cluster	Y
Mena		AR		5499	Urban Cluster	n
	Mena	AR	5737		city 	n
Anamosa		IA		5497	Urban Cluster	n
	Anamosa	IA	5533		city 	n
Berne		IN		5490	Urban Cluster	n
	Berne	IN	3999		city 	n
Caldwell		OH		5488	Urban Cluster	Y
	Caldwell	OH	1748		village 	Y
Lake Delton		WI		5473	Urban Cluster	n
	Lake Delton	WI	2914		village 	p
Corona de Tucson		AZ		5469	Urban Cluster	y
	Corona de Tucson	AZ	5675		CDP 	y
Worland		WY		5465	Urban Cluster	n
	Worland	WY	5487		city 	n
Colby		KS		5463	Urban Cluster	Y
	Colby	KS	5387		city 	Y
Rockdale		TX		5459	Urban Cluster	n
	Rockdale	TX	5595		city 	n
Marana West		AZ		5456	Urban Cluster	Y
Spring Hill		KS		5452	Urban Cluster	y
	Spring Hill	KS	5437		city 	y
New Castle		CO		5449	Urban Cluster	y
	New Castle	CO	4518		town 	y
Sparta		TN		5449	Urban Cluster	Y
	Sparta	TN	4925		city 	Y
Belton		SC		5443	Urban Cluster	n
	Belton	SC	4134		city 	n
Union City		IN/OH		5443	Urban Cluster	y
	Union City	IN	3584		city 	y
Sidney		MT		5438	Urban Cluster	Y
	Sidney	MT	5191		city 	Y
Sweetwater		TN		5430	Urban Cluster	n
	Sweetwater	TN	5764		city 	n
Burnet		TX		5428	Urban Cluster	n
	Burnet	TX	5987		city 	n
Woodville		FL		5427	Urban Cluster	n
	Woodville	FL	2978		CDP 	n
Clarinda		IA		5415	Urban Cluster	n
	Clarinda	IA	5572		city 	n
Monticello		IL		5410	Urban Cluster	Y
	Monticello	IL	5548		city 	Y
Eaton Rapids		MI		5408	Urban Cluster	y
	Eaton Rapids	MI	5214		city 	y
Jasper		FL		5404	Urban Cluster	Y
	Jasper	FL	4546		city 	Y
Manteo		NC		5399	Urban Cluster	n
	Manteo	NC	1434		town 	n
Paola		KS		5399	Urban Cluster	n
	Paola	KS	5602		city 	n
Silver Lakes		CA		5394	Urban Cluster	y
	Silver Lakes	CA	5623		CDP 	y
Bolivar		TN		5394	Urban Cluster	Y
	Bolivar	TN	5417		city 	Y
Madisonville		TN		5391	Urban Cluster	n
	Madisonville	TN	4577		city 	n
Bishopville		SC		5391	Urban Cluster	n
	Bishopville	SC	3471		city 	n
Cameron		TX		5389	Urban Cluster	Y
	Cameron	TX	5552		city 	Y
Taylorsville		NC		5388	Urban Cluster	n
	Taylorsville	NC	2098		town 	n
Whiteman AFB		MO		5387	Urban Cluster	n
	Whiteman AFB	MO	2556		CDP 	p
Centerville		IA		5380	Urban Cluster	n
	Centerville	IA	5528		city 	n
Luling		TX		5379	Urban Cluster	n
	Luling	TX	5411		city 	n
Gillespie		IL		5377	Urban Cluster	Y
	Gillespie	IL	3319		city 	Y
Winnfield		LA		5376	Urban Cluster	n
	Winnfield	LA	4840		city 	n
Rancho Murieta		CA		5376	Urban Cluster	n
	Rancho Murieta	CA	5488		CDP 	n
Edna		TX		5374	Urban Cluster	Y
	Edna	TX	5499		city 	Y
Oneonta		AL		5374	Urban Cluster	n
	Oneonta	AL	6567		city 	n
South Pittsburg		TN/AL		5373	Urban Cluster	n
	South Pittsburg	TN	2992		city 	p
Benton		LA		5371	Urban Cluster	Y
	Benton	LA	1948		town 	Y
West Wendover		NV/UT		5365	Urban Cluster	n
	West Wendover	NV	4410		city 	p
Winnsboro		LA		5361	Urban Cluster	n
	Winnsboro	LA	4910		city 	n
Williamston		NC		5361	Urban Cluster	n
	Williamston	NC	5511		town 	n
Ravena		NY		5358	Urban Cluster	n
	Ravena	NY	3268		village 	n
Brady		TX		5357	Urban Cluster	Y
	Brady	TX	5528		city 	Y
Bowling Green		MO		5356	Urban Cluster	y
	Bowling Green	MO	5334		city 	y
Dwight		IL		5353	Urban Cluster	Y
	Dwight	IL	4260		village 	Y
Middlebury		VT		5350	Urban Cluster	n
	Middlebury	VT	6588		CDP 	n
La Grange		TX		5343	Urban Cluster	y
	La Grange	TX	4641		city 	y
Algona		IA		5340	Urban Cluster	n
	Algona	IA	5560		city 	n
Holdrege		NE		5340	Urban Cluster	n
	Holdrege	NE	5495		city 	n
Concordia		KS		5340	Urban Cluster	n
	Concordia	KS	5395		city 	n
Montevideo		MN		5338	Urban Cluster	Y
	Montevideo	MN	5383		city 	Y
Johnson Lane		NV		5337	Urban Cluster	Y
	Johnson Lane	NV	6490		CDP 	Y
Valatie		NY		5336	Urban Cluster	n
	Valatie	NY	1819		village 	n
Chelsea		MI		5329	Urban Cluster	Y
	Chelsea	MI	4944		city 	Y
Manor		TX		5320	Urban Cluster	y
	Manor	TX	5037		city 	y
Manchester		MD		5319	Urban Cluster	Y
	Manchester	MD	4808		town 	Y
Kekaha		HI		5313	Urban Cluster	n
	Kekaha	HI	3537		CDP 	n
Clifton Forge		VA		5311	Urban Cluster	y
	Clifton Forge	VA	3884		town 	y
Village of Oak Creek (Big Park)		AZ		5309	Urban Cluster	y
	Village of Oak Creek (Big Park)	AZ	6147		CDP 	y
Richmond		MO		5307	Urban Cluster	Y
	Richmond	MO	5797		city 	Y
Union Springs		AL		5307	Urban Cluster	y
	Union Springs	AL	3980		city 	y
Camp Verde		AZ		5305	Urban Cluster	y
	Camp Verde	AZ	10873		town 	y
Ridgeland		SC		5301	Urban Cluster	n
	Ridgeland	SC	4036		town 	n
Fellsmere		FL		5294	Urban Cluster	n
	Fellsmere	FL	5197		city 	n
Tucumcari		NM		5283	Urban Cluster	n
	Tucumcari	NM	5363		city 	n
Lago Vista		TX		5281	Urban Cluster	n
	Lago Vista	TX	115		CDP 	p
Richlands South		NC		5278	Urban Cluster	Y
Canyon Lake		TX		5277	Urban Cluster	y
	Canyon Lake	TX	21262		CDP 	y
Ottawa		OH		5270	Urban Cluster	Y
	Ottawa	OH	4460		village 	Y
Honeoye Falls		NY		5270	Urban Cluster	n
	Honeoye Falls	NY	2674		village 	p
Crystal Springs		MS		5269	Urban Cluster	y
	Crystal Springs	MS	5044		city 	y
Pecan Acres		TX		5269	Urban Cluster	y
	Pecan Acres	TX	4099		CDP 	y
Batesburg-Leesville		SC		5267	Urban Cluster	n
	Batesburg-Leesville	SC	5362		town 	n
Delano		MN		5255	Urban Cluster	Y
	Delano	MN	5464		city 	Y
Plumas Lake		CA		5252	Urban Cluster	n
	Plumas Lake	CA	5853		CDP 	p
Nephi		UT		5249	Urban Cluster	n
	Nephi	UT	5389		city 	n
Abbeville		SC		5243	Urban Cluster	n
	Abbeville	SC	5237		city 	n
Nassau Village-Ratliff		FL		5243	Urban Cluster	y
	Nassau Village-Ratliff	FL	5337		CDP 	y
Humboldt		IA		5243	Urban Cluster	Y
	Humboldt	IA	4690		city 	Y
Belle Fourche		SD		5240	Urban Cluster	n
	Belle Fourche	SD	5594		city 	p
Center		TX		5234	Urban Cluster	y
	Center	TX	5193		city 	y
Paloma Creek South/Paloma Creek		TX		5234	Urban Cluster	n
	Paloma Creek South	TX	2753		CDP 	p
	Paloma Creek	TX	2501		CDP 	p
Jackson		GA		5218	Urban Cluster	Y
	Jackson	GA	5045		city 	Y
Ocean Shores		WA		5218	Urban Cluster	y
	Ocean Shores	WA	5569		city 	y
Scott City		MO		5216	Urban Cluster	y
	Scott City	MO	4565		city 	y
Palmyra		NY		5214	Urban Cluster	Y
	Palmyra	NY	3536		village 	Y
Morganfield		KY		5210	Urban Cluster	n
	Morganfield	KY	3285		city 	n
Baxley		GA		5208	Urban Cluster	n
	Baxley	GA	4400		city 	n
Jordan		MN		5207	Urban Cluster	Y
	Jordan	MN	5470		city 	Y
Shenandoah		IA		5203	Urban Cluster	Y
	Shenandoah	IA	5150		city 	Y
Odessa		MO		5199	Urban Cluster	Y
	Odessa	MO	5300		city 	Y
Mount Olive		NC		5196	Urban Cluster	Y
	Mount Olive	NC	4589		town 	Y
Attica		IN		5193	Urban Cluster	Y
	Attica	IN	3245		city 	Y
Mocksville		NC		5191	Urban Cluster	n
	Mocksville	NC	5051		town 	n
Williams		CA		5181	Urban Cluster	Y
	Williams	CA	5123		city 	Y
Buckhead (Bryan County)		GA		5168	Urban Cluster	Y
Carrollton		KY		5165	Urban Cluster	n
	Carrollton	KY	3938		city 	n
Rainbow Lakes Estates		FL		5155	Urban Cluster	Y
Calistoga		CA		5155	Urban Cluster	n
	Calistoga	CA	5155		city 	n
Forestville		CA		5144	Urban Cluster	n
	Forestville	CA	3293		CDP 	n
Bowie		TX		5143	Urban Cluster	Y
	Bowie	TX	5218		city 	Y
Dansville		NY		5141	Urban Cluster	n
	Dansville	NY	4719		village 	n
Winnsboro		SC		5141	Urban Cluster	n
	Winnsboro	SC	3550		town 	n
Livingston		TX		5139	Urban Cluster	Y
	Livingston	TX	5335		town 	Y
Savannah		MO		5138	Urban Cluster	Y
	Savannah	MO	5057		city 	Y
Mayville		WI		5134	Urban Cluster	n
	Mayville	WI	5154		city 	n
Morris		MN		5123	Urban Cluster	Y
	Morris	MN	5286		city 	Y
Hoopeston		IL		5116	Urban Cluster	n
	Hoopeston	IL	5351		city 	n
Caro		MI		5113	Urban Cluster	n
	Caro	MI	4229		village 	n
Muleshoe		TX		5105	Urban Cluster	n
	Muleshoe	TX	5158		city 	n
Lake City		MN		5103	Urban Cluster	y
	Lake City	MN	5063		city 	y
Greenfield		OH		5100	Urban Cluster	y
	Greenfield	OH	4639		city 	y
Baxter Springs		KS		5089	Urban Cluster	y
	Baxter Springs	KS	4238		city 	y
Watonga		OK		5084	Urban Cluster	n
	Watonga	OK	5111		city 	n
Chittenango		NY		5083	Urban Cluster	n
	Chittenango	NY	5081		village 	n
Weston		WV		5077	Urban Cluster	Y
	Weston	WV	4110		city 	Y
Lake Providence		LA		5076	Urban Cluster	y
	Lake Providence	LA	3991		town 	y
St. Johnsbury		VT		5073	Urban Cluster	n
	St. Johnsbury	VT	6193		CDP 	p
Battlement Mesa		CO		5071	Urban Cluster	y
	Battlement Mesa	CO	4471		CDP 	y
Owego		NY		5071	Urban Cluster	n
	Owego	NY	3896		village 	n
Iowa Falls		IA		5070	Urban Cluster	y
	Iowa Falls	IA	5238		city 	y
McKenzie		TN		5066	Urban Cluster	Y
	McKenzie	TN	5310		city 	Y
Lake Butler		FL		5057	Urban Cluster	y
	Lake Butler	FL	1897		city 	y
Watseka		IL		5055	Urban Cluster	n
	Watseka	IL	5255		city 	n
Perry		OK		5052	Urban Cluster	Y
	Perry	OK	5126		city 	Y
St. Joseph		IL		5047	Urban Cluster	Y
	St. Joseph	IL	3967		village 	Y
Vinton		IA		5044	Urban Cluster	n
	Vinton	IA	5257		city 	n
Winterset		IA		5043	Urban Cluster	n
	Winterset	IA	5190		city 	n
Leadville		CO		5039	Urban Cluster	n
	Leadville	CO	2602		city 	n
Fairfield		IL		5039	Urban Cluster	n
	Fairfield	IL	5154		city 	n
White Rock		NM		5039	Urban Cluster	Y
	White Rock	NM	5725		CDP 	Y
Manchester		IA		5032	Urban Cluster	Y
